Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
Demaco;626;New York;18/1/22;2.17;true;true;Information_Technology;Teamwork:Learning:Communication;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Global Print;616;New York;9/9/19;2.23;true;true;Tourism;Decision Making:Leadership:Learning;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Vodafone;389;Kapfenberg;10/11/12;4.77;true;false;Consumer_Services;Work Under Pressure:Decision Making:Decision Making;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Demaco;874;Swindon;6/7/04;4.44;false;true;Finance;Communication:Adaptability:Conflict Resolution;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comodo;602;Nicoya;13/9/19;0.45;false;false;Media;Adaptability:Time Management:Leadership;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
BuzzFeed;592;Guaymas;23/7/17;2.26;true;false;Information_Technology;Leadership:Decision Making:Leadership;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Amazon.com;981;Liberia;30/12/21;2.01;false;false;Tourism;Time Management:Self-motivation:Leadership;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Erickson;603;Nevers;30/11/13;4.22;true;false;Consumer_Services;Self-motivation:Decision Making:Leadership;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Zepter;642;New York;18/1/09;0.3;true;true;Finance;Time Management:Decision Making:Leadership;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Zepter;775;Woerden;28/3/17;0.16;false;true;Media;Self-motivation:Conflict Resolution:Communication;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Global Print;468;Lauro de Freitas;21/12/05;2.69;false;true;Information_Technology;Communication:Conflict Resolution:Time Management;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Metro Cash&Carry;105;Armidale;29/6/12;3.69;true;false;Tourism;Self-motivation:Self-motivation:Leadership;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Leadertech Consulting;914;Samsun;30/6/13;4.23;false;true;Consumer_Services;Teamwork:Communication:Self-motivation;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Facebook;562;Siquirres;16/5/09;3.1;false;true;Finance;Teamwork:Work Under Pressure:Communication;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Global Print;266;New York;1/2/08;2.15;true;true;Media;Decision Making:Conflict Resolution:Self-motivation;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Telekom;976;Greymouth;29/6/06;4.99;true;false;Information_Technology;Teamwork:Adaptability:Conflict Resolution;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Leadertech Consulting;576;Abaetetuba;4/8/07;4.43;true;true;Tourism;Adaptability:Teamwork:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Global Print;231;Melilla;9/11/12;4.61;true;true;Consumer_Services;Work Under Pressure:Time Management:Adaptability;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Amazon.com;664;Yunnan;5/9/08;2.6;true;true;Finance;Work Under Pressure:Decision Making:Work Under Pressure;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Demaco;206;Galway;19/4/10;2.17;false;true;Media;Leadership:Conflict Resolution:Time Management;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Erickson;154;Grand-Manil;7/12/19;0.06;true;false;Information_Technology;Leadership:Communication:Time Management;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
DynCorp;829;Heredia;27/11/05;4.55;true;false;Tourism;Leadership:Teamwork:Decision Making;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Mars;623;Konya;7/8/20;3.63;false;false;Consumer_Services;Teamwork:Decision Making:Leadership;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Leadertech Consulting;559;Sincelejo;28/2/11;3.6;true;true;Finance;Teamwork:Learning:Leadership;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Zepter;720;Pica;25/1/17;3.86;true;false;Media;Self-motivation:Time Management:Conflict Resolution;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Facebook;580;Whyalla;10/11/20;3.53;true;true;Information_Technology;Work Under Pressure:Adaptability:Time Management;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Demaco;312;Galway;3/8/19;2.27;true;true;Tourism;Conflict Resolution:Work Under Pressure:Communication;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
ENEL;544;Salzburg;19/10/21;0.97;false;true;Consumer_Services;Self-motivation:Decision Making:Conflict Resolution;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
21st Century Fox;395;New York;30/10/05;0.37;false;true;Finance;Communication:Self-motivation:Work Under Pressure;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Boeing;806;Göteborg;18/3/08;0.88;false;false;Media;Time Management:Time Management:Leadership;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Mars;367;Carmen de Bolivar;3/2/16;4.43;false;true;Information_Technology;Communication:Time Management:Conflict Resolution;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
ENEL;908;Zamora;19/4/15;2.66;true;false;Tourism;Work Under Pressure:Work Under Pressure:Self-motivation;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
ENEL;53;Lauterach;14/12/08;0.52;false;false;Consumer_Services;Self-motivation:Communication:Conflict Resolution;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Vodafone;753;Saguenay;17/11/22;1.88;true;false;Finance;Leadership:Teamwork:Conflict Resolution;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Erickson;408;Barranca;14/10/13;4.39;true;true;Media;Decision Making:Adaptability:Time Management;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Leadertech Consulting;1000;Antalya;17/12/17;1.74;false;false;Information_Technology;Work Under Pressure:Learning:Adaptability;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Team Guard SRL;413;San Marcello;20/9/21;1.63;false;true;Tourism;Communication:Adaptability:Communication;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Mars;862;Hunan;12/7/09;1.53;true;false;Consumer_Services;Adaptability:Self-motivation:Time Management;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Apple Inc.;650;Miami;7/6/04;0.74;false;true;Finance;Communication:Conflict Resolution:Work Under Pressure;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
It Smart Group;659;Ludvika;5/4/04;1.59;false;false;Media;Leadership:Time Management:Communication;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Carrefour;221;Hinckley;26/11/21;3.81;true;true;Information_Technology;Self-motivation:Learning:Time Management;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
CarMax;192;Telfs;31/5/09;3.19;false;true;Tourism;Teamwork:Conflict Resolution:Decision Making;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Boeing;798;Shanghai;14/12/15;0.7;false;false;Consumer_Services;Decision Making:Time Management:Teamwork;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
21st Century Fox;558;Hastings;11/12/22;4.88;false;false;Finance;Leadership:Learning:Time Management;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Carrefour;653;Mexico City;21/5/12;0.11;false;false;Media;Leadership:Self-motivation:Teamwork;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Amazon.com;589;Gisborne;27/3/14;2.63;true;false;Information_Technology;Time Management:Adaptability:Decision Making;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Metro Cash&Carry;448;Beijing;12/10/17;3.11;true;false;Tourism;Teamwork:Self-motivation:Communication;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Apple Inc.;60;Falun;26/11/22;2.36;true;false;Consumer_Services;Work Under Pressure:Communication:Conflict Resolution;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
UPC;604;Siquirres;20/7/17;3.44;true;true;Finance;Time Management:Learning:Learning;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Team Guard SRL;623;Ichtegem;8/10/13;4.12;false;true;Media;Teamwork:Self-motivation:Learning;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Comcast;917;Bon Accord;13/4/07;1.39;false;true;Information_Technology;Conflict Resolution:Communication:Conflict Resolution;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
ExxonMobil;115;Kirkwall;15/1/12;4.49;true;false;Tourism;Learning:Self-motivation:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Demaco;862;Nogales;21/11/08;1.36;false;true;Consumer_Services;Work Under Pressure:Self-motivation:Communication;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comodo;653;Mexico City;27/8/22;4.94;false;false;Finance;Learning:Communication:Decision Making;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
CarMax;855;Hoogeveen;17/2/13;2.37;false;true;Media;Leadership:Leadership:Time Management;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Comodo;796;Mexico City;22/9/06;1.27;false;false;Information_Technology;Conflict Resolution:Teamwork:Teamwork;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
21st Century Fox;873;Spittal an der Drau;11/2/05;3.26;false;false;Tourism;Work Under Pressure:Self-motivation:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
UPC;374;Camaragibe;17/3/09;0.72;false;false;Consumer_Services;Decision Making:Learning:Leadership;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
BuzzFeed;566;Shanxi;9/7/07;4.58;true;false;Finance;Adaptability:Time Management:Work Under Pressure;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Zepter;264;Calmar;20/6/05;3.96;true;true;Media;Adaptability:Learning:Decision Making;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
DynCorp;264;Parla;16/7/14;0.54;true;false;Information_Technology;Learning:Self-motivation:Learning;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Erickson;202;Buckley;11/1/18;1.45;false;true;Tourism;Conflict Resolution:Self-motivation:Work Under Pressure;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Global Print;116;Linton;24/4/07;4.28;false;false;Consumer_Services;Leadership:Work Under Pressure:Teamwork;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comodo;917;Wichita;7/2/16;4.45;true;true;Finance;Leadership:Work Under Pressure:Self-motivation;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Erickson;169;Jilin;25/1/14;0.97;false;true;Media;Adaptability:Conflict Resolution:Leadership;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
BuzzFeed;373;Mexico City;8/10/20;0.74;false;true;Information_Technology;Work Under Pressure:Time Management:Leadership;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Biolife Grup;664;Guadalupe;28/8/17;4.59;false;false;Tourism;Teamwork:Leadership:Communication;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Demaco;949;Petit-Thier;12/9/10;4.68;true;false;Consumer_Services;Learning:Adaptability:Teamwork;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Boeing;274;Belfast;25/1/16;0.8;true;false;Finance;Conflict Resolution:Leadership:Leadership;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Demaco;900;Groß-Gerau;14/12/10;0.61;false;true;Media;Decision Making:Learning:Work Under Pressure;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comcast;366;Seville;29/4/11;3.19;true;false;Information_Technology;Teamwork:Work Under Pressure:Learning;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Boeing;771;Nizip;11/10/07;2.11;false;true;Tourism;Teamwork:Adaptability:Work Under Pressure;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
DynCorp;426;Finkenstein am Faaker See;17/4/15;4.77;true;false;Consumer_Services;Learning:Decision Making:Conflict Resolution;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
21st Century Fox;158;St. Johann in Tirol;14/10/19;0.33;true;true;Finance;Work Under Pressure:Self-motivation:Leadership;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
AECOM;804;Pencahue;1/4/07;1.11;false;false;Media;Teamwork:Time Management:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Demaco;593;Lidingo;28/1/20;4.66;false;false;Information_Technology;Adaptability:Decision Making:Conflict Resolution;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Leadertech Consulting;787;Bayeux;26/9/07;3.61;false;false;Tourism;Adaptability:Leadership:Adaptability;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Boeing;571;Yunnan;1/12/15;2.35;false;false;Consumer_Services;Conflict Resolution:Adaptability:Adaptability;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Boeing;609;Pamplona;25/7/08;4.74;false;true;Finance;Leadership:Teamwork:Decision Making;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Global Print;870;Thorembais-Saint-Trond;28/2/16;4.45;false;false;Media;Communication:Adaptability:Communication;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Team Guard SRL;781;Rothesay;19/4/17;0.97;false;false;Information_Technology;Time Management:Conflict Resolution:Self-motivation;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Biolife Grup;484;Brandon;21/7/18;4.7;false;true;Tourism;Leadership:Leadership:Adaptability;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Team Guard SRL;317;Enschede;28/3/13;2.67;true;false;Consumer_Services;Learning:Adaptability:Conflict Resolution;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Boeing;153;Napier;17/1/15;3.94;true;false;Finance;Communication:Conflict Resolution:Communication;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Erickson;874;Dublin;16/4/08;3.53;true;true;Media;Self-motivation:Adaptability:Self-motivation;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Erickson;498;Hudson Bay;17/1/10;0.02;true;false;Information_Technology;Leadership:Learning:Communication;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Facebook;749;Oaxaca;12/4/04;4.69;false;true;Tourism;Learning:Conflict Resolution:Time Management;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Telekom;373;Chiguayante;5/4/21;4.2;true;false;Consumer_Services;Self-motivation:Communication:Leadership;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
AECOM;147;Sluis;3/7/14;4.4;true;true;Finance;Work Under Pressure:Communication:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Biolife Grup;440;Berlin;4/7/19;3.94;false;false;Information_Technology;Learning:Work Under Pressure:Adaptability;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Mars;224;Tijuana;22/11/22;0.15;false;false;Tourism;Communication:Teamwork:Communication;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Facebook;469;Fujian;28/2/16;1.47;false;true;Consumer_Services;Communication:Leadership:Work Under Pressure;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Facebook;809;Belfast;14/11/12;1.48;true;false;Finance;Self-motivation:Work Under Pressure:Self-motivation;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
AECOM;488;Palmerston North;15/1/16;4.96;false;false;Media;Conflict Resolution:Work Under Pressure:Communication;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Biolife Grup;519;Develi;1/9/15;1.32;true;false;Information_Technology;Teamwork:Time Management:Self-motivation;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Carrefour;499;Limoges;24/7/21;4.75;false;true;Tourism;Conflict Resolution:Leadership:Adaptability;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Team Guard SRL;850;Armenia;3/1/23;3.92;true;true;Consumer_Services;Self-motivation:Teamwork:Conflict Resolution;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Metro Cash&Carry;776;San Francisco;12/3/16;2.43;true;false;Finance;Leadership:Leadership:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Zepter;101;Bocchigliero;7/8/08;4.59;true;true;Media;Self-motivation:Learning:Communication;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
ExxonMobil;989;Berlin;24/9/09;2.96;true;false;Information_Technology;Decision Making:Communication:Work Under Pressure;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Demaco;459;Ternitz;4/8/13;4.74;true;false;Tourism;Learning:Adaptability:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Vodafone;250;Caxias do Sul;17/9/22;1.33;true;true;Consumer_Services;Self-motivation:Teamwork:Time Management;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
BuzzFeed;759;Berlin;2/10/20;1.11;false;true;Finance;Teamwork:Leadership:Teamwork;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Leadertech Consulting;579;Santa Rosa de Cabal;12/10/22;3.86;true;false;Media;Conflict Resolution:Conflict Resolution:Decision Making;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
UPC;234;San Rafael;15/10/21;2.23;true;true;Information_Technology;Work Under Pressure:Self-motivation:Work Under Pressure;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
UPC;948;Alto del Carmen;9/7/19;2.31;true;true;Tourism;Decision Making:Self-motivation:Conflict Resolution;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Facebook;926;Margate;7/5/16;1.99;false;false;Consumer_Services;Self-motivation:Leadership:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
DynCorp;152;Vienna;6/4/05;0.03;false;true;Finance;Time Management:Conflict Resolution:Work Under Pressure;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Team Guard SRL;451;Knittelfeld;18/10/05;3.72;false;true;Media;Decision Making:Leadership:Time Management;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Coca-Cola Company;105;Barranca;11/7/06;1.11;false;false;Information_Technology;Teamwork:Work Under Pressure:Teamwork;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
ENEL;702;Bredene;12/6/18;4.69;true;true;Tourism;Self-motivation:Leadership:Decision Making;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Team Guard SRL;796;Belfast;27/3/06;1.27;true;true;Consumer_Services;Conflict Resolution:Decision Making:Time Management;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
UPC;240;Tiel;28/2/04;4.46;true;true;Finance;Adaptability:Decision Making:Time Management;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Vodafone;327;London;6/3/15;3.36;false;false;Media;Work Under Pressure:Time Management:Adaptability;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Facebook;395;Canberra;1/6/21;1.12;true;true;Information_Technology;Adaptability:Work Under Pressure:Learning;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
ExxonMobil;80;Ceuta;4/5/04;4.21;true;true;Tourism;Leadership:Communication:Conflict Resolution;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
AECOM;272;Huesca;12/9/20;3.08;false;false;Consumer_Services;Self-motivation:Adaptability:Conflict Resolution;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
21st Century Fox;477;Tibet;3/5/13;4.59;false;true;Finance;Conflict Resolution:Work Under Pressure:Learning;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Global Print;902;London;11/1/20;1.26;false;true;Media;Time Management:Self-motivation:Communication;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
21st Century Fox;498;Morrinsville;13/10/11;4.42;false;true;Information_Technology;Communication:Adaptability:Time Management;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
It Smart Group;774;Dublin;6/10/08;3.75;false;true;Tourism;Teamwork:Adaptability:Learning;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
CarMax;897;London;1/4/22;3.34;false;false;Consumer_Services;Adaptability:Leadership:Self-motivation;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Carrefour;567;Jilin;23/10/20;4.55;false;false;Finance;Adaptability:Leadership:Adaptability;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
DynCorp;889;Berlin;25/10/16;1.63;true;false;Media;Adaptability:Decision Making:Adaptability;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Vodafone;522;Nieuwegein;7/3/08;2.01;false;true;Information_Technology;Work Under Pressure:Time Management:Communication;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Erickson;499;Palencia;3/10/14;3.31;false;true;Tourism;Leadership:Conflict Resolution:Work Under Pressure;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
It Smart Group;617;Dublin;9/12/04;0.82;true;true;Consumer_Services;Self-motivation:Learning:Work Under Pressure;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Comcast;834;Talence;14/8/18;0.4;true;false;Finance;Leadership:Communication:Time Management;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Global Print;198;Guangdong;9/11/13;2.0;false;true;Media;Learning:Work Under Pressure:Learning;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
ENEL;559;Mandurah;7/12/08;0.5;true;false;Information_Technology;Leadership:Work Under Pressure:Work Under Pressure;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;349;San Antonio;18/1/14;3.72;false;true;Tourism;Decision Making:Conflict Resolution:Communication;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
ExxonMobil;567;Bournemouth;30/11/04;3.19;false;true;Consumer_Services;Adaptability:Work Under Pressure:Time Management;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Demaco;285;Alajuela;9/5/09;2.15;false;false;Finance;Time Management:Adaptability:Time Management;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
CarMax;830;New Haven;14/2/10;0.69;true;false;Media;Time Management:Leadership:Leadership;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Team Guard SRL;435;Kincardine;14/8/04;4.33;false;true;Information_Technology;Self-motivation:Self-motivation:Conflict Resolution;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Comcast;1000;Miramichi;29/10/05;3.84;false;false;Tourism;Conflict Resolution:Time Management:Adaptability;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
21st Century Fox;501;Chongqing;29/7/16;2.65;false;false;Consumer_Services;Work Under Pressure:Self-motivation:Work Under Pressure;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Comcast;636;Florencia;14/5/06;0.85;false;true;Finance;Self-motivation:Work Under Pressure:Work Under Pressure;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Metro Cash&Carry;221;Gravelbourg;25/5/05;0.57;true;true;Media;Teamwork:Time Management:Conflict Resolution;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Telekom;721;Barranca;14/8/08;4.86;false;true;Information_Technology;Self-motivation:Time Management:Learning;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
CarMax;374;Santa Fiora;19/6/08;0.92;false;false;Tourism;Learning:Work Under Pressure:Learning;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Metro Cash&Carry;295;Yunnan;2/8/18;0.82;true;true;Consumer_Services;Leadership:Conflict Resolution:Time Management;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
DynCorp;571;Rome;16/4/14;3.44;true;false;Finance;Conflict Resolution:Work Under Pressure:Teamwork;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Vodafone;838;Cartagena;28/1/18;1.09;true;true;Media;Conflict Resolution:Decision Making:Self-motivation;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Metro Cash&Carry;835;Winterswijk;15/2/05;3.1;true;false;Information_Technology;Adaptability:Work Under Pressure:Adaptability;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Coca-Cola Company;246;Heredia;7/1/20;4.25;true;true;Tourism;Conflict Resolution:Conflict Resolution:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Global Print;353;Oevel;2/7/14;3.63;false;false;Consumer_Services;Adaptability:Conflict Resolution:Leadership;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Demaco;707;Montese;16/8/17;0.41;false;true;Finance;Learning:Communication:Communication;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
21st Century Fox;434;Patos;28/6/14;0.13;true;true;Media;Adaptability:Work Under Pressure:Work Under Pressure;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Facebook;642;Rome;29/1/08;0.72;false;true;Information_Technology;Self-motivation:Leadership:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Leadertech Consulting;344;Mariakerke;31/5/17;4.05;false;false;Tourism;Adaptability:Leadership:Communication;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Leadertech Consulting;759;Lelystad;7/4/20;3.44;false;false;Consumer_Services;Self-motivation:Self-motivation:Communication;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Comcast;609;Stirling;2/4/15;2.89;false;true;Finance;Work Under Pressure:Communication:Teamwork;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
CarMax;824;Jerez de la Frontera;8/4/11;2.99;false;true;Media;Work Under Pressure:Teamwork:Teamwork;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Amazon.com;783;Inverness;30/4/11;0.81;true;true;Information_Technology;Leadership:Leadership:Leadership;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
ExxonMobil;947;Berlin;22/8/12;3.12;true;false;Tourism;Communication:Decision Making:Teamwork;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Boeing;988;Balclutha;17/4/11;4.02;true;true;Consumer_Services;Work Under Pressure:Learning:Adaptability;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Carrefour;879;Greater Hobart;5/3/06;3.53;true;true;Finance;Work Under Pressure:Decision Making:Adaptability;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
UPC;943;Puntarenas;21/5/18;1.29;false;false;Media;Leadership:Adaptability:Self-motivation;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
AECOM;93;Winnipeg;19/9/11;3.31;false;false;Information_Technology;Teamwork:Leadership:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
